hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,source_presence,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,buck_deer_res,buck_deer_nr,buck_deer_total,database_res_reference,database_nr_reference,database_total_reference,recommended_res,recommended_nr,recommended_total,winner_source,confidence,source_support_count,conflicting_sources,database_alignment,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status,split_bucket,matching_non_database_sources,matching_source_count,matching_res,matching_nr,matching_total,split_review_note,remaining_unresolved_bucket,remaining_review_required
LO1544,Ogden,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
LO1547,Pine Valley,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
LO1549,Fishlake,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
LO1559,Zion,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
LO1591,Fillmore,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
LO1592,Kamas,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
LO1593,Nine Mile,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
LO1595,Pine Valley,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
LO1596,Fishlake,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
LO1597,Zion,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
LO1627,Cache,Deer,Buck,Restricted Rifle,General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
LO1628,Cache,Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
LO1631,Box Elder,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
RS1001,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,Male Only,Any Legal Weapon,Conservation,"Nov 1 - Dec 31, 2025",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,1,0,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,FULL_SPLIT,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
RS1003,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Male Only,Any Legal Weapon,Conservation,"Oct 25 - Dec 31, 2025",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,1,0,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,FULL_SPLIT,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
RS1006,"Nine Mile, Gray Canyon",Rocky Mountain Bighorn Sheep,Male Only,Any Legal Weapon,Conservation,"Nov 1 - Dec 31, 2025",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,1,0,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,FULL_SPLIT,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
TK1012,Central Area,Turkey,Bearded,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,8,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
TK1013,Northeastern Area,Turkey,Bearded,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,8,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
TK1014,Northern Area,Turkey,Bearded,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,8,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
TK1015,Southeastern Area,Turkey,Bearded,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,8,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
TK1016,Southern Area,Turkey,Bearded,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,8,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true
BI6527,Nine Mile,Bison,Hunters Choice,Any Legal Weapon,General Season,"Aug 1, 2025 - Jan 31, 2026",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
BI6538,"Nine Mile, Private Lands Only",Bison,Hunters Choice,Any Legal Weapon,General Season,"Aug 1, 2025 - Jan 31, 2026 | Harvest survey due by Feb 15, 2026 Visit: http://wildlife.utah.gov/harvest to submit your survey",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,Visit wildlife.utah.gov/bearharvest for units & closures. You are required to complete the annual bear orientation course & carry proof while hunting bear. Visit wildlife.utah.gov/bear for details.,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
BR1018,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,"Spring: Mar 29-May 26, 2025 | Summer: July 5 - Aug 3, 2025 | Fall: Nov 3-9, 2025",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
BR7019,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 30 - May 27, 2024",HANUMBER|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,UNLIMITED_PERMITS,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
DB0001,Southeastern Navajo Buck Deer,Deer,Buck,Any Legal Weapon,Tribal,"Oct 18, 2025 - Oct 26, 2025",HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
DB0002,Southeastern Navajo Buck Deer,Deer,Buck,Archery,Tribal,"Aug 16, 2025 - Sept 12, 2025",HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
DB0003,Southeastern Navajo Buck Deer,Deer,Buck,Muzzleloader,Tribal,"Sept 24 - Oct 2, 2025",HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
DB0004,Southern Navajo Buck Deer,Deer,Buck,Any Legal Weapon,Tribal,"Oct 18, 2025 - Oct 26, 2025",HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
DB0005,Southern Navajo Buck Deer,Deer,Buck,Archery,Tribal,"Aug 16, 2025 - Sept 12, 2025",HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
DB0006,Southern Navajo Buck Deer,Deer,Buck,Muzzleloader,Tribal,"Sept 24 - Oct 2, 2025",HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
DB0009,Antelope Island - Conservation/Expo,Deer,Buck,Any Legal Weapon,Premium Limited Entry,"Nov 9, 2026 - Nov 16, 2026",HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
DB0010,Southern Paiute Buck Deer (early),Deer,Buck,Any Legal Weapon,Tribal,"Oct 18, 2025 - Oct 26, 2025",HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
DB0011,Southern Paiute Buck Deer,Deer,Buck,Archery,Tribal,"Aug 16, 2025 - Sept 12, 2025",HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
DB0012,Southern Paiute Buck Deer,Deer,Buck,Muzzleloader,Tribal,"Sept 24 - Oct 2, 2025",HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
DB0013,Southern Paiute Buck Deer (late),Deer,Buck,Any Legal Weapon,Tribal,"Oct 18, 2025 - Oct 26, 2025",HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
EA2000,Antlerless Elk Control,Elk,Antlerless,Any Legal Weapon,Antlerless Elk Control,"Valid for the season/weapon listed on your qualifying permit on the Chalk Creek, East Canyon, Kamas, Henry Mtns, Morgan-S. Rich, Ogden, Pine Valley & Zion Units",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,true
